,OBJECTID,PEC_ID,Locality,Name,Owner_Applicant,Street_Address,Parcel_ID,Acres,Building_Sq_Ft,MW_reported,Construction_Type,Build_Status,Notes,Tax_Map_link,Source_link,Lat,Long,Date_Updated,Updated_By,Lat1,Watershed,x,y
0,1,PEC-CAR-0001/PEC-SPO-0003,Caroline County,Mattameade Tech Campus,Amazon Data Services Inc,Stonewall Jackson Road just east of the Mudd Tavern,27-A-4A,916.07,"4,500,000",,New,Proposed,Sister property to Spotsylvania campus- represents total square footage,,https://co.caroline.va.us/DocumentCenter/View/7255/RZ-02-2023-Orrock-Tech-Camus?bidId=,38.11464706,-77.49115332,2024-04-10,SEP,38.11464706,,-8626275.728565887,4595634.2810594
1,2,PEC-CAR-0002,Caroline County,VALCO Data Center Park,VALCO CAROLINE COUNTY,Mt Airy Road,80-A-43,855.0,"1,216,000",,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",,https://co.caroline.va.us/AgendaCenter/ViewFile/Item/5593?fileID=9447,37.92410305,-77.54387212,2024-04-10,SEP,37.92410305,,-8632144.358537117,4568709.660455954
2,3,PEC-CAR-0003,Caroline County,Carmel Church Data Hub,W & F PARTNERS,Welcom Way Dr,82-14-A,97.0,"1,600,000",,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",,https://co.caroline.va.us/DocumentCenter/View/9366/RZ-03-2023--Carmel-Church-Data-Hub,37.93932712,-77.47797277,2024-04-10,SEP,37.93932712,,-8624808.476451509,4570858.311813693
3,4,PEC-CHE-0001,Chesterfield County,Digital Fortress: Richmond,CHIRISA RICHMOND LLC,1401 MEADOWVILLE TECH PARKWAY,823657720300000,74.8,"242,042",25.0,Complete,Existing,Formerly a Capital One data center - vacated and for sale,https://www.chesterfield.gov/828/Real-Estate-Assessment-Data#/Details/823657720300000,,37.36048164,-77.3274112,2024-04-10,SEP,37.36048164,,-8608048.039146077,4489473.101010057
4,5,PEC-CHE-0002,Chesterfield County,Virginia Information Technologies Agency,SLK GLOBAL SOLUTIONS AMERICA,11751 MEADOWVILLE LANE,822656429800000,28.14,"192,195",,Complete,Existing,,https://www.chesterfield.gov/828/Real-Estate-Assessment-Data#/Details/822656429800000,,37.36041473,-77.33177783,2024-04-10,SEP,37.36041473,,-8608534.130174158,4489463.730009496
5,6,PEC-CUL-0001,Culpeper County,Equinix,EQUINIX,  18155 TECHNOLOGY DR,51-83A1,30.12,"370,000",,Complete,Existing,,https://gis.vgsi.com/culpeperva/Parcel.aspx?pid=10680,,38.45493884,-77.9782759,2024-04-10,SEP,38.45493884,,-8680501.966125393,4643894.265475514
6,7,PEC-CUL-0002,Culpeper County,SWIFT,SWIFT,,51       83F,,"90,000",,Complete,Existing,,,,38.45553926,-77.98348028,2024-04-10,SEP,38.45553926,,-8681081.315056888,4643979.617205908
7,8,PEC-CUL-0003,Culpeper County,Cielo Digital Infrastructure,Edgecore,Cielo Digital Infrastructure,41-110,120.89,"1,400,000",,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://gis.vgsi.com/culpeperva/Parcel.aspx?pid=3148,http://go.boarddocs.com/va/ccva/Board.nsf/goto?open&id=CWBKLL525B17,38.46678642,-77.96353121,2024-04-10,SEP,38.46678642,,-8678860.59474269,4645578.5702785365
8,9,PEC-CUL-0004,Culpeper County,CloudHQ,CloudHQ,14521 MCDEVITT DR,41-106D,98.56,"2,100,000",,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://gis.vgsi.com/culpeperva/Parcel.aspx?pid=21853,"https://www.culpeperva.org/properties/cloudhq-culpeper/#:~:text=CloudHQ%2C%20a%20global%20data%20center,of%20critical%20IT%20load%20power.",38.46163914,-77.97761531,2024-04-10,SEP,38.46163914,,-8680428.42958297,4644846.776014252
9,10,PEC-CUL-0005,Culpeper County,Copper Ridge,STACK INFRASTRUCTURE,,,,"2,200,000",,New,Proposed,,,https://datacenterdynamics.com/en/news/amazon-granted-rezoning-approval-for-data-centers-in-culpeper-county-virginia/,38.46529475,-77.98738914,2024-04-10,SEP,38.46529475,,-8681516.447361669,4645366.492595788
10,11,PEC-CUL-0006,Culpeper County,Culpeper Technology Campus,STACK INFRASTRUCTURE,,,,"2,100,000",,New,Proposed,,,https://www.bisnow.com/national/news/data-center/peterson-companies-developing-2m-sf-data-center-campus-in-northern-virginia-119735,38.460241,-77.98773076,2024-04-10,SEP,38.460241,,-8681554.476326115,4644648.009984721
11,12,PEC-CUL-0007,Culpeper County,Marvell Developments,Amazon Data Services Inc,20420 GERMANNA HWY,54-14C,223.28,"445,000",,New,Proposed,,https://gis.vgsi.com/culpeperva/Parcel.aspx?pid=10215,https://go.boarddocs.com/va/tocva/Board.nsf/files/CTNP796180C4/$file/Copper%20Ridge%20Data%20Center_RZStaffReport.pdf,38.43580249,-77.87576086,2024-04-10,SEP,38.43580249,,-8669090.04407394,4641174.34067738
12,13,PEC-CUL-0008,Culpeper County,DataBank,Databank,14601 GERMANNA HWY,51-84E,84.79,"900,000",,New,Proposed,,https://gis.vgsi.com/culpeperva/Parcel.aspx?pid=11743,http://go.boarddocs.com/va/ccva/Board.nsf/goto?open&id=BD5H3G466E8A,38.44995873,-77.97818589,2024-04-10,SEP,38.44995873,,-8680491.946258027,4643186.353400307
13,14,PEC-CUL-0009,Culpeper County,Keyser Farm,"Red Ace, Keyser Family",15140 KEYSER RD,41-97,61.75,1506582,,New,Proposed,application has been filed with the county,https://gis.vgsi.com/culpeperva/Parcel.aspx?pid=6279,,38.46971066,-77.97375268,2024-04-10,SEP,38.46971066,,-8679998.443578247,4645994.335850659
14,15,PEC-CUL-0010,Culpeper County,XX Tech Park,"AttoTek, David Martin",15170 HOFFMAN LN,43-5,351.77,4638704,,New,Proposed,application has been filed with the county,https://gis.vgsi.com/culpeperva/Parcel.aspx?pid=7077,,38.49927261,-77.89710587,2024-04-10,SEP,38.49927261,,-8671466.159718117,4650198.372093397
15,16,PEC-FAX-0001,Fairfax County,Amazon Web Services Mallory,Amazon Data Services Inc,14501 AVION PKWY,0341 03 0013,47.69,"440,870",,"Operating, Expanding",Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0341%2003%20%200013&jur=129&taxyr=2025,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1,38.90492701,-77.45381063,2024-04-10,SEP,38.90492701,,-8622118.759330235,4708062.317640457
16,17,PEC-FAX-0002,Fairfax County,AWS Westfax A,Amazon Data Services Inc,4101 WESTFAX DR ,0343 09 0004,6.02,"95,000",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0343%2009%20%200004&jur=129&taxyr=2025,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1,38.89798901,-77.45402906,2024-04-10,SEP,38.89798901,,-8622143.074846612,4707069.889388759
17,18,PEC-FAX-0003,Fairfax County,AWS Westfax B,Amazon Data Services Inc,4100 WESTFAX DR,0343 09 0003A,7.05,"95,000",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0343%2009%20%200003A&jur=129&taxyr=2025,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1,38.89959217,-77.45343897,2024-04-10,SEP,38.89959217,,-8622077.38632829,4707299.200646679
18,19,PEC-FAX-0004,Fairfax County,BIT HOLDINGS FIFTY-FOUR,BIT HOLDINGS FIFTY-FOUR INC,12902 FEDERAL SYSTEMS PARK DR,0552 01 0019,14.06,"338,364",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0552%2001%20%200019&jur=129&taxyr=2025,,38.86084188,-77.39341084,2024-04-10,SEP,38.86084188,,-8615395.085463412,4701757.922788867
19,20,PEC-FAX-0005,Fairfax County,CHANTILLY TECHNOLOGY PARTNERS,CHANTILLY TECHNOLOGY PARTNERS LLC,4030 LAFAYETTE CENTER DR,0332 01 0010D,11.62,"145,409",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0332%2001%20%200010D&jur=129&taxyr=2025,,38.91006955,-77.47269439,2024-04-10,SEP,38.91006955,,-8624220.889877697,4708797.981550182
20,21,PEC-FAX-0006,Fairfax County,COPT STONECROFT,COPT STONECROFT LLC,4850 STONECROFT BLVD,0432 02 0039C,64.12,"320,330",,Complete,Existing,square footage may be underrepresented,https://icare.fairfaxcounty.gov/ffxcare/datalets/datalet.aspx?mode=profileall&UseSearch=no&pin=0432%2002%20%200039C&jur=129&taxyr=2025&LMparent=138,,38.87626236,-77.46177616,2024-04-10,SEP,38.87626236,,-8623005.478073731,4703962.684040044
21,22,PEC-FAX-0007,Fairfax County,Coresite 12100 SV & 12098 SV,Coresite,12379 A SUNRISE VALLEY DR,0173 01 0032A,12.68,"332,957",,"Operating, Expanding",Existing,square footage may be underrepresented,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0173%2001%20%200032A&jur=129&taxyr=2025,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1,38.94845694,-77.371707,2024-04-10,SEP,38.94845694,,-8612979.025046356,4714291.15840788
22,23,PEC-FAX-0007A,Fairfax County,Coresite 12100 SV & 12098 SV,Coresite,12379 A SUNRISE VALLEY DR,0173 01 0032A,0.0,"610,643",,Expansion,Proposed,existing square footage has been subtracted,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0173%2001%20%200032A&jur=129&taxyr=2025,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1,38.94845694,-77.371707,2024-04-10,SEP,38.94845694,,-8612979.025046356,4714291.15840788
23,24,PEC-FAX-0008,Fairfax County,SUNRISE TECHNOLOGY PARK,Coresite,12098 SUNRISE VALLEY DR,0173 083A0001A,13.74,"423,341",,Complete,Existing,square footage may be underrepresented,https://icare.fairfaxcounty.gov/ffxcare/datalets/datalet.aspx?mode=profileall&sIndex=0&idx=1&LMparent=138,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1,38.95070431,-77.36489041,2024-04-10,SEP,38.95070431,,-8612220.205718612,4714612.845768315
24,25,PEC-FAX-0009,Fairfax County,LEMUR PROPERTIES LLC,Digital Realty,1780 BUSINESS CENTER DR,0183 08 0009A,8.58,"264,888",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0183%2008%20%200009A&jur=129&taxyr=2025,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1,38.94855576,-77.32713967,2024-04-10,SEP,38.94855576,,-8608017.812564738,4714305.303236356
25,26,PEC-FAX-0010,Fairfax County,ELIAS DC ASSETS,ELIAS DC ASSETS LLC,1764 A OLD MEADOW LN,0294 06 0097F,1.97,"69,089",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0294%2006%20%200097F&jur=129&taxyr=2025,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1,38.91997921,-77.21347607,2024-04-10,SEP,38.91997921,,-8595364.83849101,4710215.754144085
26,27,PEC-FAX-0011,Fairfax County,Equinix DC 97,LDI PROPCO 2 LLC,460 SPRINGPARK PL,0162 54 0002,2.99,"63,912",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0162%2054%20%200002&jur=129&taxyr=2025,,38.96167052,-77.37743129,2024-04-10,SEP,38.96167052,,-8613616.250094308,4716182.689641673
27,28,PEC-FAX-0012,Fairfax County,LEE ROAD PROPERTY,LEE ROAD PROPERTY LLC,14558 LEE RD,0343 01 0023E1,1.25,"20,118",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/datalets/datalet.aspx?mode=com_combined&UseSearch=no&pin=0343%2001%20%200023E1&jur=129&taxyr=2025&LMparent=138,,38.89053684,-77.45367771,2024-04-10,SEP,38.89053684,,-8622103.962743519,4706004.021020233
28,29,PEC-FAX-0013,Fairfax County,Northrop Grumman Systems Corporation,NORTHROP GRUMMAN SYSTEMS CORP,7555 COLSHIRE DR,0303 28 C2,11.79,"602,257",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0303%2028%20%20%20%20%20%20C2&jur=129&taxyr=2025,,38.92187671,-77.20684374,2024-04-10,SEP,38.92187671,,-8594626.530892637,4710487.251582788
29,30,PEC-FAX-0014,Fairfax County,Northrop Grummon Systems Corporation,NORTHROP GRUMMAN SYSTEMS CORP,2980 FAIRVIEW PARK DR,0494 13 0013,6.44,"358,898",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0494%2013%20%200013&jur=129&taxyr=2025,,38.86781411,-77.21562208,2024-04-10,SEP,38.86781411,,-8595603.731231445,4702754.726332785
30,31,PEC-FAX-0015,Fairfax County,RDC-1807 MICHAEL FARADAY COURT,RDC-1807 MICHAEL FARADAY COURT LLC,1807 MICHAEL FARADAY CT ,0183 05 0010,1.9,"30,609",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0183%2005%20%200010&jur=129&taxyr=2025,,38.94886307,-77.32922339,2024-04-10,SEP,38.94886307,,-8608249.771214098,4714349.290887566
31,32,PEC-FAX-0016,Fairfax County,Roosevelt Building,YOSEMITE DC ASSETS LLC,1755 OLD MEADOW RD,0294 06 0105,3.76,"72,546",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0294%2006%20%200105&jur=129&taxyr=2025,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1,38.91998209,-77.21175663,2024-04-10,SEP,38.91998209,,-8595173.431305762,4710216.166213748
32,33,PEC-FAX-0017,Fairfax County,Science Applications International Corp (SAIC),DISCOVERY SQUARE LLC,12010 SUNSET HILLS RD,0173 01 0005,6.42,0,,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/datalets/datalet.aspx?mode=com_combined&UseSearch=no&pin=0173%2001%20%200005&jur=129&taxyr=2025&LMparent=138,,38.95265185,-77.3499866,2024-04-10,SEP,38.95265185,,-8610561.12117853,4714891.623869622
33,34,PEC-FAX-0018,Fairfax County,TFG INDEPENDENCE CENTER I PROPERTY,TFG INDEPENDENCE CENTER I PROPERTY LLC,15036 CONFERENCE CENTER DR,0432 02 0029B2,10.9,"293,514",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0432%2002%20%200029B2&jur=129&taxyr=2025,,38.88027303,-77.46223559,2024-04-10,SEP,38.88027303,,-8623056.62158739,4704536.192683525
34,35,PEC-FAX-0019,Fairfax County,Tysons Enterprise West,EQUINIX,7990 Quantum Dr,0392 01 0013D,0.0,"202,500",,Complete,Existing,,,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1,38.90900557,-77.22049996,2024-04-10,SEP,38.90900557,,-8596146.7343492,4708645.769963546
35,36,PEC-FAX-0020,Fairfax County,VA 95 BUILDING NINE LP,VA 95 BUILDING NINE LP,7600 BOSTON BLVD,0991 12 0010,4.32,"69,832",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0991%2012%20%200010&jur=129&taxyr=2025,,38.73919219,-77.20798002,2024-04-10,SEP,38.73919219,,-8594753.021003637,4684381.648021394
36,37,PEC-FAX-0021,Fairfax County,Valo Park,TAMARES 7950 OWNER LLC,7950 JONES BRANCH DR,0292 15 C1,16.74,"842,366",,Complete,Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0292%2015%20%20%20%20%20%20C1&jur=129&taxyr=2025,,38.93238559,-77.21859114,2024-04-10,SEP,38.93238559,,-8595934.24547878,4711991.010995923
37,38,PEC-FAX-0002A,Fairfax County,AVION DATA CENTER,Amazon Data Services Inc,14501 AVION PKWY,0341 03 0013,0.0,"768,392",,Expansion,Proposed,"Two facilities built, third planned",,https://plus.fairfaxcounty.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Site&TabName=Site&capID1=21WW1&capID2=00000&capID3=00IHZ&agencyCode=FFX,38.90454295,-77.45267338,2024-04-10,SEP,38.90454295,,-8621992.161239332,4708007.378236276
38,39,PEC-FAX-0022,Fairfax County,AWS Loisdale Station,Amazon Data Services Inc,7961 Loisdale Rd,0992 01 0008A,23.41,"240,000",,New,Proposed,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0992%2001%20%200008A&jur=129&taxyr=2025,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1,38.74226677,-77.18642689,2024-04-10,SEP,38.74226677,,-8592353.737547033,4684820.451782853
39,40,PEC-FAX-0023,Fairfax County,"PARKSTONE TECH PARK, LLC","PARKSTONE TECH PARK, LLC",Conference Center Dr,0434 06 0037B,18.92,"500,000",,New,Proposed,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0434%2006%20%200037B&jur=129&taxyr=2025,https://plus.fairfaxcounty.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Zoning&TabName=Zoning&capID1=20HS5&capID2=00000&capID3=003UO&agencyCode=FFX,38.87255032,-77.46563256,2024-04-10,SEP,38.87255032,,-8623434.77055803,4703431.907048235
40,41,PEC-FAX-0024,Fairfax County,PDCREF 2 Chantilly,PDCREF 2 CHANTILLY LLC,Lee Jackson Memorial HWY,0332 01 0006,79.14,"402,000",,New,Proposed,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0332%2001%20%200006&jur=129&taxyr=2025,https://plus.fairfaxcounty.gov/CitizenAccess/Cap/CapDetail.aspx?Module=Zoning&TabName=Zoning&capID1=REC22&capID2=00000&capID3=00GHV&agencyCode=FFX,38.90305684,-77.46525084,2024-04-10,SEP,38.90305684,,-8623392.277682003,4707794.794466517
41,42,PEC-FAX-0025,Fairfax County,Perspecta Datacenter Campus,Amazon Data Services Inc,13600 EDS DR,0244 01 0006B8,47.95,"271,471",,"Operating, Expanding",Existing,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0244%2001%20%200006B8&jur=129&taxyr=2025,,38.92334599,-77.42683496,2024-04-10,SEP,38.92334599,,-8619115.841482027,4710697.483583386
42,43,PEC-FAX-0025A,Fairfax County,Perspecta Datacenter Campus,Amazon Data Services Inc,13600 EDS DR,0244 01 0006B8,0.0,"1,046,632",,New,Proposed,Expansion of an existing facility. Built square footage has been subtracted,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0244%2001%20%200006B8&jur=129&taxyr=2025,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1,38.92334599,-77.42683496,2024-04-10,SEP,38.92334599,,-8619115.841482027,4710697.483583386
43,44,PEC-FAX-0026,Fairfax County,Renaissance Technology Park,RP INDUSTRIAL OWNER II LLC,13850 PARK CENTER RD,0242 14 0004,13.23,"2,136,040",,New,Proposed,,https://icare.fairfaxcounty.gov/ffxcare/Datalets/Datalet.aspx?mode=&UseSearch=no&pin=0242%2014%20%200004&jur=129&taxyr=2025,https://www.fairfaxcounty.gov/planning-development/sites/planning-development/files/Assets/Documents/PDF/data-centers-report.pdf#page=1,38.93244586,-77.42386514,2024-04-10,SEP,38.93244586,,-8618785.24263188,4711999.635923796
44,45,PEC-FAQ-0001,Fauquier County,DATA CENTER VINT HILL,DATA CENTER VINT HILL LLC,6872 WATSON CT,7915-86-3249-000,8.57,"84,199",,Complete,Existing,,https://gis.vgsi.com/fauquierva/Parcel.aspx?pid=46425,,38.74741879,-77.6742572,2024-04-10,SEP,38.74741879,,-8646658.759249758,4685555.789937984
45,47,PEC-FAQ-0003,Fauquier County,Gigaland Remington,Gigaland Data Centers,LUCKY HILL LLC,6887-78-2050-000,202.0,"1,600,000",,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://gis.vgsi.com/fauquierva/Parcel.aspx?pid=7982,https://www.fauquier.com/news/gigaland-pitches-new-data-center-complex-near-remington/article_54a84456-c63e-11ee-9791-af00814cfeff.html?emci=b70cb8e1-97c6-ee11-85f9-002248223794&emdi=9a5bec2c-b0c6-ee11-85f9-002248223794&ceid=11786847#tncms-source=Front%20Page%20Top%20Headlines%201-4,38.53448373,-77.78286972,2024-04-10,SEP,38.53448373,,-8658749.449669933,4655208.034843389
46,48,PEC-FAQ-0004,Fauquier County,Maple Tree Farm,,8275 MAPLE TREE LN,6983-96-2271-000,42.57,0,,New,Proposed,No application yet,,https://www.fauquier.com/news/article_55011450-b2d5-11ed-bd87-df7e49eb5e4a.html,38.69158561,-77.77972928,2024-04-10,SEP,38.69158561,,-8658399.857488267,4677589.650518936
47,49,PEC-FAQ-0005,Fauquier County,Remington Technology Park,REMINGTON TECHNOLOGY PARK LTD PTNRSHP,6980 HELM DR,6888-60-2817-000,234.0,"1,700,000",300.0,New,Proposed,,https://gis.vgsi.com/fauquierva/Parcel.aspx?pid=8404,https://commdevpay.fauquiercounty.gov/Energov_Prod/SelfService#/plan/418c4f35-ec88-4631-97e8-6b53bf810a32,38.54050798,-77.7890749,2024-04-10,SEP,38.54050798,,-8659440.207147812,4656065.380700166
48,50,PEC-FAQ-0006,Fauquier County,SAMX Data Center,SAMX Data,11825 REMINGTON RD,6888-62-0664-000,55.25,"1,140,000",,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://gis.vgsi.com/fauquierva/Parcel.aspx?pid=8405,https://commdevpay.fauquiercounty.gov/Energov_Prod/SelfService#/plan/e3d99e5d-0689-4369-9a48-015f450b6517,38.54318157,-77.78340316,2024-04-10,SEP,38.54318157,,-8658808.831939105,4656445.897760636
49,51,PEC-FAQ-0007,Fauquier County,Vint Hill Technology Campus (CyrusOne),C1 Vint Hill LLC,Vint Hill Pkwy,7915-88-3261-000,48.0,"981,000",,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",https://gis.vgsi.com/fauquierva/Parcel.aspx?pid=46540,https://www.datacenterdynamics.com/en/news/two-sites-in-virginias-fauquier-county-bought-by-data-center-developer/,38.75228175,-77.67349626,2025-10-10,SEP,38.75228175,,-8646574.051796438,4686249.919783702
50,52,PEC-FAQ-0008,Fauquier County,Warrenton Amazon Data Center,Amazon Data Services Inc,719 BLACKWELL RD,6984-69-2419-000,41.71,"220,000",,New,Proposed,,https://gis.vgsi.com/fauquierva/Parcel.aspx?pid=27419,https://www.fauquiernow.com/news/business/warrenton-town-council-approves-amazon-data-center-proposal/article_3913e82e-ad0a-11ed-83f3-538a8a5bb411.html,38.72947429,-77.7875309,2024-04-10,SEP,38.72947429,,-8659268.329854032,4682994.834470414
51,53,PEC-FRE-0001,Frederick County,Middletown Data Center,MIDDLETOWN DATA CENTER LLC,8209 Valley Pike,90 A 58C,6.15,"33,483",6.7,Complete,Existing,,,https://frdnet.fcva.us/applications/COR_ViewPropertyCards/View_Detail.aspx?mrecno=28249,39.01765012,-78.29093138,2024-04-10,SEP,39.01765012,,-8715306.614952719,4724200.116259394
52,54,PEC-HAN-0001,Hanover County,Pixel Factory,PIXEL FACTORY DEVELOPMENT LLC,9680 ATLEE COMMONS DRIVE,7797-09-6870,1.0,"6,000",,Complete,Existing,,,https://parcelmap.hanovercounty.gov/,37.69900902,-77.4362707,2024-04-10,SEP,37.69900902,,-8620166.223254086,4536992.707178148
53,55,PEC-HAN-0002,Hanover County,Tract Technology Campus,VALCO HANOVER COUNTY,Hickory Hill Rd,7881-62-7381,1212.0,"11,000,000",,New,Proposed,"Project covers more than one parcel, the acreage represents the combined acreage",,https://www.hanovercounty.gov/1314/Data-Center-Project-I-95Hickory-Hill-Roa,37.78619822,-77.4403959,2024-04-10,SEP,37.78619822,,-8620625.438417504,4549266.663702987
54,56,PEC-HAR-0001,Harrisonburg City,DBT Data Cyber Integration Center,AC 139 TYCO STREET LLC,139 TYCO ST,041 E 3,12.0,"95,500",,Complete,Existing,"Option to Expand an additional 15,000 sq ft",,https://gis.vgsi.com/HarrisonburgVAMap/,38.46248816,-78.85679395,2024-04-10,SEP,38.46248816,,-8778298.148104088,4644967.478492652
55,57,PEC-HAR-0001A,Harrisonburg City,DBT DATA Cyber Integration Center,AC 139 TYCO STREET LLC,139 TYCO ST,041 E 3,0.0,"30,000",,Expansion,Proposed,,,https://www.datacentermap.com/usa/virginia/harrisonburg/dbt-data-cyber-integration-center/,38.46248816,-78.85679395,2024-04-10,SEP,38.46248816,,-8778298.148104088,4644967.478492652
56,58,PEC-HEN-0001,Henrico County,Bank of America,Bank of America,6050 TECHNOLOGY CREEK DR,849-706-0950,65.0,"382,408",,Complete,Existing,,"https://realestate.henrico.us/ords/cam/f?p=510101:5:::NO::P5_PARCEL_ID,P5_SEARCH_TYPE:849-706-0950,0",,37.49566163,-77.23807993,2024-04-10,SEP,37.49566163,,-8598103.72765776,4508422.671734062
57,59,PEC-HEN-0002,Henrico County,Cavalier Innsbrook Data Center,HIGHWOODS PROP,4551 COX RD,750-765-9452,,,,Complete,Existing,,"https://realestate.henrico.us/ords/cam/f?p=510101:5:::NO::P5_PARCEL_ID,P5_SEARCH_TYPE:750-765-9452,0",,37.66087584,-77.5739227,2024-04-10,SEP,37.66087584,,-8635489.573800761,4531629.092213682
58,60,PEC-HEN-0003,Henrico County,EdgeConneX Richmond - EDCRIC01,NORTH RUN LH LLC,1450 E PARHAM RD,781-757-7788,9.57,"17,888",,Complete,Existing,,"https://realestate.henrico.us/ords/cam/f?p=510101:5:::NO::P5_PARCEL_ID,P5_SEARCH_TYPE:781-757-7788,0",,37.63891965,-77.46778456,2024-04-10,SEP,37.63891965,,-8623674.330102218,4528542.098478591
59,61,PEC-HEN-0004,Henrico County,6200 TECHNOLOGY BLVD,FACEBOOK,6200 TECHNOLOGY BLVD,849-701-2260,172.05,"320,459",,Complete,Existing,square footage may be underreported,https://realestate.henrico.us/ords/cam/f?p=510101:5:::NO:::,,37.48184863,-77.23646395,2024-04-10,SEP,37.48184863,,-8597923.837587027,4506484.790393459
60,62,PEC-HEN-0005,Henrico County,7301 TECHNOLOGY BLVD,FACEBOOK,7301 TECHNOLOGY BLVD,852-700-2714,129.27,"338,899",,Complete,Existing,,"https://realestate.henrico.us/ords/cam/f?p=510101:5:::NO::P5_PARCEL_ID,P5_SEARCH_TYPE:852-700-2714,0",,37.47831145,-77.22688023,2024-04-10,SEP,37.47831145,,-8596856.98275672,4505988.602801418
